Year,FIPS,Name of Area,Qualifying Name,State/U.S.-Abbreviation (USPS),Summary Level,Geographic Component,File Identification,Logical Record Number,State (FIPS),Place (FIPS Code),Place (State FIPS + Place FIPS),Metropolitan and Micropolitan Statistical Area,Principal City Indicator,Geographic Identifier,Area (Land),Area (Water),Total Population,Area Total,Area (Land),Area (Water),Total Population,White Alone,Black or African American Alone,American Indian and Alaska Native Alone,Asian Alone,Native Hawaiian and Other Pacific Islander Alone,Some Other Race Alone,Two or More races,Population 16 Years and over,Population 16 Years and over: In labor force,Population 16 Years and over: In labor force: In Armed Forces,Population 16 Years and over: In labor force: Civilian,Population 16 Years and over: In labor force: Civilian: Employed,Population 16 Years and over: In labor force: Civilian: Unemployed,Population 16 Years and over: Not in labor force,Civilian Population In Labor Force 16 Years And Over,Civilian Population In Labor Force 16 Years And Over: Employed,Civilian Population In Labor Force 16 Years And Over: Unemployed,Median household income (In 2013 Inflation adjusted dollars),Households: Gini Index,Housing units,Median year structure built,Owner-occupied housing units: Median value,Renter-occupied housing units,Renter-occupied housing units: Gross Rent As A Percentage Of Household Income In 2011: Less than 10 percent,Renter-occupied housing units: Gross Rent As A Percentage Of Household Income In 2011: 10 to 29 percent,Renter-occupied housing units: Gross Rent As A Percentage Of Household Income In 2011: 30 to 49 percent,Renter-occupied housing units: Gross Rent As A Percentage Of Household Income In 2011: 50 percent or More,Renter-occupied housing units: Gross Rent As A Percentage Of Household Income In 2011: Not computed,Renter-Occupied Paying Cash Rent: Median Gross Rent as a Percentage of Household Income In 2013,Families,Families: Income in 2013 below poverty level,Families: Income in 2013 below poverty level: Married Couple Family: With Related Child Living Bellow Poverty Level,Families: Income in 2013 below poverty level: Married Couple Family: No related children under 18 Years,"Families: Income in 2013 below poverty level: Male Householder, no wife present","Families: Income in 2013 below poverty level: Male Householder, no wife present: With related children under 18 Years","Families: Income in 2013 below poverty level: Male Householder, no wife present: No related children under 18 Years","Families: Income in 2013 below poverty level: Female Householder, no husband present","Families: Income in 2013 below poverty level: Female Householder, no husband present: With related children under 18 Years","Families: Income in 2013 below poverty level: Female Householder, no husband present: No related children under 18 Years",Families: Income in 2013 at or above poverty level,Population Age 18 to 64 for whom poverty status is determined,Population Age 18 to 64 for whom poverty status is determined: Living in Poverty,Population Age 18 to 64 for whom poverty status is determined: At or Above Poverty Level
2012,3.23E+11,"Las Vegas city; Las Vegas-Paradise, NV Metro Area; Nevada","Las Vegas city; Las Vegas-Paradise, Las Vegas-Paradise, Nevada",nv,321,0,ACSSF,4422,32,40000,3240000,29820,Y,32100US322982040000,351758506,133986,587699,135.8665,135.8147,0.05173229,587699,411785,64139,3785,37017,2916,43295,24762,455427,300785,2294,298491,260019,38472,154642,298491,260019,38472,53365,0.4506,246979,1992,187587,95699,2287,40568,24857,23843,4144,31.70000076,138145,16617,5155,1642,1811,1378,433,8009,6947,1062,121528,361003,53228,307775
2012,4.14E+11,"Portland city; Portland-Vancouver-Hillsboro, OR-WA Metro Area (part); Oregon","Portland city; Portland-Vancouver-Hillsboro, Portland-Vancouver-Hillsboro, Oregon",or,321,0,ACSSF,7186,41,59000,4159000,38900,Y,32100US413890059000,345573252,30196598,585888,145.0856,133.4266,11.65897,585888,454159,37922,4602,42426,3405,18278,25096,484478,338804,302,338502,304297,34205,145674,338502,304297,34205,51983,0.4818,265875,1958,292489,114772,2377,48316,26440,31837,5802,32.09999847,127585,15054,3447,2187,1796,1342,454,7624,6501,1123,112531,402086,66539,335547
2012,4.04E+11,"Oklahoma City city (part); Oklahoma City, OK Metro Area; Oklahoma","Oklahoma City city (part); Oklahoma City, Oklahoma City, Oklahoma",ok,321,0,ACSSF,10696,40,55000,4055000,36420,Y,32100US403642055000,1569325440,37324163,580946,620.3309,605.92,14.41094,580946,386684,85115,18235,22651,442,28285,39534,447965,303177,3132,300045,280333,19712,144788,300045,280333,19712,46358,0.4697,257427,1975,132904,89955,2798,38235,20515,21890,6517,30.39999962,143097,19471,5035,1658,2000,1576,424,10778,9823,955,123626,361696,56804,304892
2012,3.51E+11,"Albuquerque city; Albuquerque, NM Metro Area; New Mexico","Albuquerque city; Albuquerque, Albuquerque, New Mexico",nm,321,0,ACSSF,5437,35,2000,3502000,10740,Y,32100US351074002000,486218256,4702696,545083,189.5456,187.7299,1.815721,545083,380245,17877,23830,14123,508,87338,21162,429425,284758,1422,283336,260653,22683,144667,283336,260653,22683,48088,0.4583,239718,1979,193065,88135,3120,37633,20442,21032,5908,30.29999924,132652,17770,3898,2011,2168,1628,540,9693,8648,1045,114882,346479,56131,290348
2012,44606077000,"Tucson city; Tucson, AZ Metro Area; Arizona","Tucson city; Tucson, Tucson, Arizona",az,321,0,ACSSF,10683,4,77000,477000,46060,Y,32100US044606077000,587173307,842214,521695,227.0341,226.7089,0.3251806,521695,399202,25662,13365,13462,758,52177,17069,415909,258549,3997,254552,226353,28199,157360,254552,226353,28199,37476,0.4574,231026,1977,155933,98162,2216,37430,23234,28982,6300,33.90000153,113455,20326,5046,2147,2397,1778,619,10736,9048,1688,93129,321655,75658,245997
2012,62342027000,"Fresno city; Fresno, CA Metro Area; California","Fresno city; Fresno, Fresno, California",ca,321,0,ACSSF,50709,6,27000,627000,23420,Y,32100US062342027000,289966538,910373,495777,112.3082,111.9567,0.351497,495777,263713,37938,4557,62575,913,103158,22923,364330,227886,421,227465,192677,34788,136444,227465,192677,34788,42890,0.4788,171841,1977,198747,81294,2263,28194,20163,26940,3734,36.40000153,108913,24387,7192,1539,3468,2794,674,12188,11104,1084,84526,296808,71923,224885
2012,64090064000,"Sacramento city; Sacramento--Arden-Arcade--Roseville, CA Metro Area; California","Sacramento city; Sacramento--Arden-Arcade--Roseville, Sacramento--Arden-Arcade--Roseville, California",ca,321,0,ACSSF,50763,6,64000,664000,40900,Y,32100US064090064000,253599699,5673097,467467,100.1058,97.9154,2.190395,467467,231614,65161,4787,88913,6208,39164,31620,365571,236961,539,236422,203512,32910,128610,236422,203512,32910,51397,0.4538,192715,1972,247647,89561,2181,35795,22891,25312,3382,33.20000076,102751,16039,4853,1520,1757,1528,229,7909,6809,1100,86712,297882,54699,243183
2012,63110043000,"Long Beach city; Los Angeles-Long Beach-Santa Ana, CA Metro Area; California","Long Beach city; Los Angeles-Long Beach-Santa Ana, Los Angeles-Long Beach-Santa Ana, California",ca,321,0,ACSSF,50724,6,43000,643000,31100,Y,32100US063110043000,130259313,2963688,463589,51.43769,50.2934,1.144286,463589,241253,62201,2644,59187,3889,66591,27824,360116,242289,502,241787,213379,28408,117827,241787,213379,28408,53669,0.4767,174259,1956,448017,95627,2220,37896,23812,28482,3217,33.29999924,97646,15881,4440,924,1952,1622,330,8565,7166,1399,81765,298619,53947,244672
2012,2.93E+11,"Kansas City city; Kansas City, MO-KS Metro Area (part); Missouri","Kansas City city; Kansas City, Kansas City, Missouri",mo,321,0,ACSSF,18396,29,38000,2938000,28140,Y,32100US292814038000,815717156,10575319,459772,319.0333,314.9502,4.083154,459772,274972,137168,2224,11469,897,17604,15438,360512,248471,366,248105,223649,24456,112041,248105,223649,24456,45806,0.4746,224765,1963,138078,82909,2668,35638,18072,21584,4947,30.5,109462,15737,2213,1299,1743,1356,387,10482,9091,1391,93725,293145,49584,243561
2012,43806046000,"Mesa city; Phoenix-Mesa-Glendale, AZ Metro Area; Arizona","Mesa city; Phoenix-Mesa-Glendale, Phoenix-Mesa-Glendale, Arizona",az,321,0,ACSSF,10674,4,46000,446000,38060,Y,32100US043806046000,353409966,1580758,443875,137.0627,136.4523,0.6103341,443875,369537,14323,10036,9119,1406,27495,11959,344685,217602,142,217460,197739,19721,127083,217460,197739,19721,49948,0.4252,198294,1986,164557,61498,1449,25926,15655,15164,3304,31.39999962,108904,11856,3218,1839,1515,1124,391,5284,4574,710,97048,264805,37645,227160
2012,5.15E+11,"Virginia Beach city; Virginia Beach-Norfolk-Newport News, VA-NC Metro Area (part); Virginia","Virginia Beach city; Virginia Beach-Norfolk-Newport News, Virginia Beach-Norfolk-Newport News, Virginia",va,321,0,ACSSF,14666,51,82000,5182000,47260,Y,32100US514726082000,644948896,643150238,439528,497.3379,249.0162,248.3217,439528,301851,84398,1200,27541,525,5019,18994,346596,248348,25381,222967,209002,13965,98248,222967,209002,13965,66939,0.4054,177945,1981,276663,57716,711,25046,16591,12342,3026,31.20000076,112794,6463,1211,670,345,312,33,4237,3940,297,106331,278213,17820,260393
2012,1.31E+11,"Atlanta city; Atlanta-Sandy Springs-Marietta, GA Metro Area; Georgia","Atlanta city; Atlanta-Sandy Springs-Marietta, Atlanta-Sandy Springs-Marietta, Georgia",ga,321,0,ACSSF,14929,13,4000,1304000,12060,Y,32100US131206004000,344861307,2219186,425931,134.0085,133.1517,0.8568326,425931,166054,229317,931,14160,156,7740,7573,352809,230722,473,230249,201604,28645,122087,230249,201604,28645,46817,0.5791,224615,1972,223095,96593,3478,38548,21372,26655,6540,32,78741,15698,1236,1083,1452,855,597,11927,9929,1998,63043,277889,59996,217893
2012,81782016000,"Colorado Springs city; Colorado Springs, CO Metro Area; Colorado","Colorado Springs city; Colorado Springs, Colorado Springs, Colorado",co,321,0,ACSSF,9446,8,16000,816000,17820,Y,32100US081782016000,503857525,947180,417534,194.9062,194.5405,0.3657083,417534,336964,26986,3200,11556,1119,17758,19951,324070,223338,9034,214304,194532,19772,100732,214304,194532,19772,55141,0.4449,178842,1981,216501,66646,1561,30868,16190,15271,2756,29.70000076,105080,10374,2821,906,868,679,189,5779,5151,628,94706,263615,32958,230657
2012,3.14E+11,"Omaha city; Omaha-Council Bluffs, NE-IA Metro Area (part); Nebraska","Omaha city; Omaha-Council Bluffs, Omaha-Council Bluffs, Nebraska",ne,321,0,ACSSF,9198,31,37000,3137000,36540,Y,32100US313654037000,329157346,9036153,412689,130.5772,127.0884,3.488878,412689,310827,54088,3233,9977,174,21303,13087,320121,227766,636,227130,209593,17537,92355,227130,209593,17537,47661,0.4737,179349,1966,134831,67716,1868,31014,15431,16245,3158,29.60000038,96585,11310,2408,930,1299,1070,229,6673,5899,774,85275,256033,38822,217211
2012,3.74E+11,"Raleigh city (part); Raleigh-Cary, NC Metro Area; North Carolina","Raleigh city (part); Raleigh-Cary, Raleigh-Cary, North Carolina",nc,321,0,ACSSF,20841,37,55000,3755000,39580,Y,32100US373958055000,369029151,2839544,403971,143.5793,142.483,1.096354,403971,242839,122041,997,17220,106,13949,6819,319305,227221,425,226796,207044,19752,92084,226796,207044,19752,54389,0.4637,176102,1990,211124,74158,2238,33184,17309,19021,2406,30.39999962,91104,10666,2616,662,1094,937,157,6294,5859,435,80438,260257,39374,220883
2012,1.23E+11,"Miami city; Miami-Fort Lauderdale-Pompano Beach, FL Metro Area; Florida","Miami city; Miami-Fort Lauderdale-Pompano Beach, Miami-Fort Lauderdale-Pompano Beach, Florida",fl,321,0,ACSSF,27264,12,45000,1245000,33100,Y,32100US123310045000,92905577,52298641,401927,56.06366,35.87104,20.19262,401927,299731,80929,436,3586,31,12773,4441,335260,204360,209,204151,178181,25970,130900,204151,178181,25970,30194,0.556,187869,1966,239227,99931,1500,29599,27102,35886,5844,39.79999924,84957,20895,4521,3947,2197,1353,844,10230,8153,2077,64062,258201,64685,193516
2012,3.92E+11,"Cleveland city; Cleveland-Elyria-Mentor, OH Metro Area; Ohio","Cleveland city; Cleveland-Elyria-Mentor, Cleveland-Elyria-Mentor, Ohio",oh,321,0,ACSSF,26780,39,16000,3916000,17460,Y,32100US391746016000,201234202,12351419,397972,82.46587,77.69697,4.76891,397972,161646,209304,1376,6791,124,8077,10654,313615,186408,183,186225,149904,36321,127207,186225,149904,36321,26942,0.4917,214504,1939,82076,91787,3485,30727,19707,28784,9084,35.79999924,87664,25880,2561,1905,2859,2114,745,18555,16366,2189,61784,246195,75118,171077
2012,64186053000,"Oakland city; San Francisco-Oakland-Fremont, CA Metro Area; California","Oakland city; San Francisco-Oakland-Fremont, San Francisco-Oakland-Fremont, California",ca,321,0,ACSSF,50773,6,53000,653000,41860,Y,32100US064186053000,144484543,57539591,392890,78.00196,55.7858,22.21616,392890,153243,107130,2492,65583,2496,42033,19913,316941,208242,338,207904,183807,24097,108699,207904,183807,24097,52434,0.5141,172017,1949,456336,91029,2239,36860,21330,27091,3509,33,82209,13918,3261,1208,1713,1286,427,7736,6267,1469,68291,260472,47926,212546
2012,4.05E+11,"Tulsa city; Tulsa, OK Metro Area; Oklahoma","Tulsa city; Tulsa, Tulsa, Oklahoma",ok,321,0,ACSSF,10701,40,75000,4075000,46140,Y,32100US404614075000,509590364,10967865,391486,200.9887,196.754,4.234716,391486,263366,59147,16554,9301,422,15820,26876,306190,202410,303,202107,186637,15470,103780,202107,186637,15470,41374,0.5116,186258,1971,123468,75731,2780,32369,18165,17091,5326,30,94883,14711,3199,1249,1260,923,337,9003,8116,887,80172,241517,42094,199423
2012,2.73E+11,"Minneapolis city; Minneapolis-St. Paul-Bloomington, MN-WI Metro Area (part); Minnesota","Minneapolis city; Minneapolis-St. Paul-Bloomington, Minneapolis-St. Paul-Bloomington, Minnesota",mn,321,0,ACSSF,18494,27,43000,2743000,33460,Y,32100US273346043000,139789184,9052448,385023,57.46808,53.97291,3.49517,385023,263089,67461,6194,21153,133,11311,15682,314970,231298,82,231216,209346,21870,83672,231216,209346,21870,49591,0.4978,181196,1942,219950,83030,2391,36126,19410,21615,3488,30.79999924,74759,11720,1934,648,1463,1038,425,7675,7030,645,63039,264421,55232,209189
2012,2.05E+11,"Wichita city; Wichita, KS Metro Area; Kansas","Wichita city; Wichita, Wichita, Kansas",ks,321,0,ACSSF,11876,20,79000,2079000,48620,Y,32100US204862079000,412571486,11136472,381176,163.5946,159.2948,4.299816,381176,282859,41719,3461,18545,272,17143,17177,290720,201183,1621,199562,181207,18355,89537,199562,181207,18355,46890,0.4525,167191,1969,118700,58022,2229,26623,12793,13531,2846,28.89999962,93370,11522,2866,763,1307,1040,267,6586,5994,592,81848,233456,34372,199084
2012,7.24E+11,"San Juan zona urbana; San Juan-Caguas-Guaynabo, PR Metro Area; Puerto Rico","San Juan zona urbana; San Juan-Caguas-Guaynabo, San Juan-Caguas-Guaynabo, Puerto Rico",pr,321,0,ACSSF,9484,72,76770,7276770,41980,Y,32100US724198076770,102305007,17914425,380167,46.41698,39.50019,6.916798,380167,242356,67982,1580,4787,0,27207,36255,308115,167324,117,167207,139881,27326,140791,167207,139881,27326,23366,0.5887,179515,1965,170441,65089,2308,17934,11097,14782,18968,33.40000153,88215,31650,3236,4347,3188,1959,1229,20879,16116,4763,56565,228515,81797,146718
2012,4.82E+11,"Arlington city; Dallas-Fort Worth-Arlington, TX Metro Area; Texas","Arlington city; Dallas-Fort Worth-Arlington, Dallas-Fort Worth-Arlington, Texas",tx,321,0,ACSSF,39655,48,4000,4804000,19100,Y,32100US481910004000,248332497,9690024,367154,99.62305,95.88171,3.741339,367154,236331,70899,1658,26481,262,23617,7906,276357,200850,204,200646,182983,17663,75507,200646,182983,17663,54116,0.4353,145750,1984,133411,55976,1370,24685,13683,13806,2432,30.79999924,90849,11484,3531,1086,1139,918,221,5728,5278,450,79365,234435,32990,201445
2012,61254003526,"Bakersfield city; Bakersfield-Delano, CA Metro Area; California","Bakersfield city; Bakersfield-Delano, Bakersfield-Delano, California",ca,321,0,ACSSF,50699,6,3526,603526,12540,Y,32100US061254003526,368204317,3741691,347091,143.6092,142.1645,1.444675,347091,223754,28791,4044,21256,371,53045,15830,252150,163808,403,163405,143838,19567,88342,163405,143838,19567,55054,0.4466,118222,1985,194384,45901,1327,18066,11773,12938,1797,33.40000153,81245,12505,3426,1017,1274,1154,120,6788,6274,514,68740,208593,35490,173103
2012,1.53E+11,"Urban Honolulu CDP; Honolulu, HI Metro Area; Hawaii","Urban Honolulu CDP; Honolulu, Honolulu, Hawaii",hi,321,0,ACSSF,2846,15,71550,1571550,26180,Y,32100US152618071550,156748036,20484151,341727,68.42973,60.52076,7.908976,341727,61477,5497,560,188171,27461,2076,56485,288788,186332,5855,180477,171135,9342,102456,180477,171135,9342,59246,0.455,143333,1971,555557,71247,2001,27844,18261,17745,5396,32.29999924,74234,5898,1479,1222,571,438,133,2626,2137,489,68336,213797,25566,188231
2012,2.24E+11,"New Orleans city; New Orleans-Metairie-Kenner, LA Metro Area; Louisiana","New Orleans city; New Orleans-Metairie-Kenner, New Orleans-Metairie-Kenner, Louisiana",la,321,0,ACSSF,11869,22,55000,2255000,35380,Y,32100US223538055000,438803381,468240430,341407,350.2116,169.4229,180.7887,341407,114394,205449,1102,10002,322,5278,4860,276316,173092,947,172145,151904,20241,103224,172145,151904,20241,37214,0.5521,186987,1956,186471,75346,1912,23192,16353,26222,7667,38.79999924,77069,16822,1402,1354,1740,1101,639,12326,10565,1761,60247,220863,54193,166670
2012,1.25E+11,"Tampa city; Tampa-St. Petersburg-Clearwater, FL Metro Area; Florida","Tampa city; Tampa-St. Petersburg-Clearwater, Tampa-St. Petersburg-Clearwater, Florida",fl,321,0,ACSSF,27299,12,71000,1271000,45300,Y,32100US124530071000,293727878,160127838,339391,175.2347,113.409,61.82571,339391,219259,88370,2412,11343,307,7985,9715,270522,179948,2253,177695,156813,20882,90574,177695,156813,20882,44146,0.533,158239,1974,176021,65511,1421,25255,15980,18756,4099,33.40000153,75224,12615,2078,1593,1498,1104,394,7446,6460,986,62609,217348,40206,177142
2012,63110002000,"Anaheim city; Los Angeles-Long Beach-Santa Ana, CA Metro Area; California","Anaheim city; Los Angeles-Long Beach-Santa Ana, Los Angeles-Long Beach-Santa Ana, California",ca,321,0,ACSSF,50712,6,2000,602000,31100,Y,32100US063110002000,129073275,2526668,337471,50.81102,49.83547,0.975552,337471,206052,8835,1160,50530,1764,59165,9965,255049,174948,154,174794,154538,20256,80101,174794,154538,20256,60493,0.4242,104323,1972,421944,50812,410,17246,15392,16013,1751,36.09999847,75035,9530,3426,819,793,597,196,4492,4055,437,65505,211705,27021,184684
2012,63110069000,"Santa Ana city; Los Angeles-Long Beach-Santa Ana, CA Metro Area; California","Santa Ana city; Los Angeles-Long Beach-Santa Ana, Los Angeles-Long Beach-Santa Ana, California",ca,321,0,ACSSF,50733,6,69000,669000,31100,Y,32100US063110069000,70627761,643479,326608,27.51798,27.26953,0.2484486,326608,145511,4093,2147,31883,355,137344,5275,238439,162758,130,162628,145732,16896,75681,162628,145732,16896,55177,0.4031,76251,1967,348187,38371,830,14344,11101,11195,901,34.90000153,59111,10462,4374,590,1663,1566,97,3835,3503,332,48649,201997,35298,166699
2012,81974004000,"Aurora city; Denver-Aurora-Broomfield, CO Metro Area; Colorado","Aurora city; Denver-Aurora-Broomfield, Denver-Aurora-Broomfield, Colorado",co,321,0,ACSSF,9447,8,4000,804000,19740,Y,32100US081974004000,400759192,1806832,326249,155.4316,154.734,0.6976218,326249,215641,51234,3976,15726,1074,22712,15886,246210,177318,1798,175520,158117,17403,68892,175520,158117,17403,51790,0.4212,132023,1981,182007,48925,871,19271,13044,13282,2457,33.40000153,79184,10098,3055,1080,1143,937,206,4820,4267,553,69086,206926,29123,177803
2012,2.94E+11,"St. Louis city; St. Louis, MO-IL Metro Area (part); Missouri","St. Louis city; St. Louis, St. Louis, Missouri",mo,321,0,ACSSF,18408,29,65000,2965000,41180,Y,32100US294118065000,160343174,10683076,318527,66.03361,61.90885,4.124759,318527,141594,155916,728,8461,75,2918,8835,258135,169952,170,169782,145620,24162,88183,169782,145620,24162,34884,0.4972,175855,1939,123468,76083,2804,28995,17311,22126,4847,32.90000153,66156,14291,1626,1056,1331,1003,328,10278,9085,1193,51865,207870,50077,157793
2012,4.24E+11,"Pittsburgh city; Pittsburgh, PA Metro Area; Pennsylvania","Pittsburgh city; Pittsburgh, Pittsburgh, Pennsylvania",pa,321,0,ACSSF,28319,42,61000,4261000,38300,Y,32100US423830061000,143399923,7693613,306430,58.33754,55.36702,2.970521,306430,202671,78853,429,13814,168,1804,8691,261714,161194,131,161063,146133,14930,100520,161063,146133,14930,38582,0.5253,157228,1939,89786,67901,2595,28494,14375,17797,4640,30.5,62415,9799,876,856,1001,710,291,7066,6098,968,52616,191963,42373,149590
2012,64014062000,"Riverside city; Riverside-San Bernardino-Ontario, CA Metro Area; California","Riverside city; Riverside-San Bernardino-Ontario, Riverside-San Bernardino-Ontario, California",ca,321,0,ACSSF,50755,6,62000,662000,40140,Y,32100US064014062000,210152356,788400,306128,81.44469,81.14028,0.3044029,306128,201645,21064,3153,20544,838,44865,14019,234220,149289,176,149113,128903,20210,84931,149113,128903,20210,57223,0.437,99144,1974,255358,38538,628,13917,10846,11432,1715,36.29999924,64651,7897,2775,912,701,600,101,3509,3147,362,56754,189698,30811,158887
2012,4.82E+11,"Corpus Christi city (part); Corpus Christi, TX Metro Area; Texas","Corpus Christi city (part); Corpus Christi, Corpus Christi, Texas",tx,321,0,ACSSF,39653,48,17000,4817000,18580,Y,32100US481858017000,409853206,780974778,305427,459.7813,158.2452,301.5361,305427,260985,13629,977,5337,114,17892,6493,235071,152625,2196,150429,138496,11933,82446,150429,138496,11933,47712,0.4654,124756,1975,114338,46175,1350,19092,11787,11098,2848,31.39999962,74258,10495,2170,1003,1169,883,286,6153,5467,686,63763,187009,28567,158442
2012,3.92E+11,"Cincinnati city; Cincinnati-Middletown, OH-KY-IN Metro Area (part); Ohio","Cincinnati city; Cincinnati-Middletown, Cincinnati-Middletown, Ohio",oh,321,0,ACSSF,26778,39,15000,3915000,17140,Y,32100US391714015000,201869928,4155439,297314,79.54684,77.94241,1.604424,297314,150281,131001,834,5395,10,2777,7016,237518,152926,142,152784,134439,18345,84592,152784,134439,18345,34198,0.5403,164784,1947,128744,77415,3108,30123,17148,21742,5294,32.20000076,61514,14563,1054,955,1166,937,229,11388,10330,1058,46951,189277,50127,139150
2012,2.13E+11,"Lexington-Fayette urban county; Lexington-Fayette, KY Metro Area; Kentucky","Lexington-Fayette urban county; Lexington-Fayette, Lexington-Fayette, Kentucky",ky,321,0,ACSSF,9698,21,46027,2146027,30460,Y,32100US213046046027,734648526,4922803,296766,285.5501,283.6494,1.900705,296766,227058,42188,694,10168,180,8694,7784,240475,166825,127,166698,153791,12907,73650,166698,153791,12907,49488,0.489,134977,1979,165369,53652,1882,22976,11119,14018,3657,30.20000076,71218,8430,1413,867,758,482,276,5392,4997,395,62788,192621,35162,157459
2012,64470075000,"Stockton city; Stockton, CA Metro Area; California","Stockton city; Stockton, Stockton, California",ca,321,0,ACSSF,50798,6,75000,675000,44700,Y,32100US064470075000,159723404,7984682,292262,64.75246,61.66956,3.082903,292262,133813,34493,3110,63640,1668,35753,19785,215124,132498,79,132419,109766,22653,82626,132419,109766,22653,47933,0.4485,100330,1978,181500,43474,984,15085,10971,14471,1963,36.90000153,65805,12573,3499,846,1858,1491,367,6370,5689,681,53232,172267,36050,136217
2012,21126003000,"Anchorage municipality; Anchorage, AK Metro Area; Alaska","Anchorage municipality; Anchorage, Anchorage, Alaska",ak,321,0,ACSSF,3681,2,3000,203000,11260,Y,32100US021126003000,4415108963,663860984,291470,1961.001,1704.683,256.3182,291470,194690,16770,19326,23312,5824,4302,27246,224862,167796,8951,158845,147297,11548,57066,158845,147297,11548,77607,0.4145,113070,1980,281127,40799,1320,19424,10643,7345,2067,28.60000038,69461,3826,740,228,550,503,47,2308,2187,121,65635,190089,13217,176872
2012,3.95E+11,"Toledo city; Toledo, OH Metro Area; Ohio","Toledo city; Toledo, Toledo, Ohio",oh,321,0,ACSSF,26806,39,77000,3977000,45780,Y,32100US394578077000,208991246,8889079,287487,84.12407,80.69198,3.432093,287487,189353,78291,998,3158,163,5558,9966,225805,143819,116,143703,119854,23849,81986,143703,119854,23849,33859,0.4506,138719,1953,89989,52325,2092,19094,11594,15437,4108,33.59999847,67734,14734,2205,905,1709,1374,335,9915,8550,1365,53000,178372,44868,133504
